,Livesp,lat,Floor,Price,Dist,Kitsp,Walk,Bal,New,Rooms,lon,Totsp,Nfloors,N,Metrdist,Brick,District,Tel
4159,20,55.595644,1,3750000,0.4078308705181054,6,0.0,,0.0,1,37.647046,31,5,4159,7,,0,1.0
4160,–,55.604896,17,3786754,0.4078308705181054,–,0.0,1.0,,1,37.653976,"33,6",18,4160,3,,0,
4161,40,55.703464,2,3800000,0.4078308705181054,–,,,0.0,2,37.640003,40,5,4161,,1.0,0,0.0
4162,40,55.703464,2,3800000,0.4078308705181054,–,1.0,,0.0,2,37.640003,40,5,4162,15,1.0,0,0.0
4163,18,55.624749,4,3800000,0.4078308705181054,3,1.0,,0.0,1,37.648609,24,5,4163,10,,0,0.0
4164,35,55.703464,2,3800000,0.4078308705181054,5,1.0,,0.0,2,37.640003,40,5,4164,10,1.0,0,1.0
4165,35,55.703464,2,3800000,0.4078308705181054,–,,,0.0,2,37.640003,40,5,4165,,,0,1.0
4166,19,55.578294,10,3850000,0.4078308705181054,12,,,0.0,2,37.655841,39,10,4166,,0.0,0,0.0
4167,34,55.604896,3,3866880,0.4078308705181054,–,0.0,1.0,,1,37.653976,"40,3",20,4167,3,,0,
4168,18,55.58354,7,3900000,0.4078308705181054,7,0.0,1.0,0.0,1,37.655239,"38,6",12,4168,10,0.0,0,1.0
4169,28,55.58177,5,3900000,0.4078308705181054,–,0.0,,0.0,1,37.663261,35,12,4169,10,0.0,0,
4170,19,55.578177,9,3900000,0.4078308705181054,6,,,0.0,1,37.653191,33,9,4170,,,0,1.0
4171,20,55.580635,7,3990000,0.4078308705181054,7,0.0,1.0,0.0,1,37.668076,31,12,4171,5,,0,1.0
4172,35,55.703464,2,4000000,0.4078308705181054,5,,1.0,0.0,2,37.640003,40,5,4172,,1.0,0,0.0
4173,"33,5",55.685376,7,9200000,0.4078308705181054,"8,5",1.0,1.0,0.0,2,37.68067,53,14,4173,18,1.0,0,1.0
4174,"18,6",55.67757,24,12739437,0.4078308705181054,"13,6",1.0,1.0,,1,37.634488,"47,9",25,4174,5,1.0,0,1.0
4175,31,55.699467,2,10653046,0.4078308705181054,"12,2",1.0,1.0,,2,37.635294,"61,5",20,4175,10,1.0,0,1.0
4176,25,55.604896,16,2450000,0.4078308705181054,–,0.0,,,1,37.653976,25,18,4176,7,1.0,0,1.0
4177,–,55.604896,17,2763708,0.4078308705181054,–,0.0,1.0,,1,37.653976,"24,7",18,4177,3,,0,
4178,–,55.604896,18,2796170,0.4078308705181054,–,0.0,1.0,,1,37.653976,"24,9",18,4178,3,,0,
4179,–,55.604896,12,2859518,0.4078308705181054,–,0.0,1.0,,1,37.653976,"25,5",18,4179,3,,0,
4180,–,55.604896,18,2886788,0.4078308705181054,–,0.0,1.0,,1,37.653976,"25,8",18,4180,3,,0,
4181,17,55.634298,1,2950000,0.4078308705181054,–,1.0,0.0,0.0,1,37.753236,19,14,4181,9,0.0,0,0.0
4182,–,55.604896,12,3008378,0.4078308705181054,–,0.0,1.0,,1,37.653976,"26,9",18,4182,3,,0,
4183,18,55.599926,5,3603600,0.4078308705181054,–,1.0,1.0,,1,37.72539,"28,6",8,4183,7,1.0,0,1.0
4184,15,55.599926,6,3660800,0.4078308705181054,–,1.0,1.0,,1,37.72539,"28,6",19,4184,10,1.0,0,1.0
4185,20,55.578294,10,3700000,0.4078308705181054,12,0.0,,0.0,1,37.655841,39,10,4185,5,,0,1.0
4186,"17,5",55.604896,11,3750000,0.4078308705181054,11,0.0,1.0,,1,37.653976,40,22,4186,12,1.0,0,1.0
4187,20,55.595644,1,3750000,0.4078308705181054,6,0.0,,0.0,1,37.647046,31,5,4187,7,,0,1.0
4188,–,55.604896,17,3786754,0.4078308705181054,–,0.0,1.0,,1,37.653976,"33,6",18,4188,3,,0,
4189,40,55.703464,2,3800000,0.4078308705181054,–,,,0.0,2,37.640003,40,5,4189,,1.0,0,0.0
4190,40,55.703464,2,3800000,0.4078308705181054,–,1.0,,0.0,2,37.640003,40,5,4190,15,1.0,0,0.0
4191,18,55.624749,4,3800000,0.4078308705181054,3,1.0,,0.0,1,37.648609,24,5,4191,10,,0,0.0
4192,35,55.703464,2,3800000,0.4078308705181054,–,,,0.0,2,37.640003,40,5,4192,,,0,1.0
4193,35,55.703464,2,3800000,0.4078308705181054,5,1.0,,0.0,2,37.640003,40,5,4193,10,1.0,0,1.0
4194,19,55.578294,10,3850000,0.4078308705181054,12,,,0.0,2,37.655841,39,10,4194,,0.0,0,0.0
4195,34,55.604896,3,3866880,0.4078308705181054,–,0.0,1.0,,1,37.653976,"40,3",20,4195,3,,0,
4196,18,55.58354,7,3900000,0.4078308705181054,7,0.0,1.0,0.0,1,37.655239,"38,6",12,4196,10,0.0,0,1.0
4197,28,55.58177,5,3900000,0.4078308705181054,–,0.0,,0.0,1,37.663261,35,12,4197,10,0.0,0,
4198,19,55.578177,9,3900000,0.4078308705181054,6,,,0.0,1,37.653191,33,9,4198,,,0,1.0
4199,20,55.580635,7,3990000,0.4078308705181054,7,0.0,1.0,0.0,1,37.668076,31,12,4199,5,,0,1.0
4200,35,55.703464,2,4000000,0.4078308705181054,5,,1.0,0.0,2,37.640003,40,5,4200,,1.0,0,0.0
4201,43,55.710075,3,22788900,0.4078308705181054,14,1.0,1.0,,2,37.606974,84,16,4201,12,1.0,0,1.0
4202,30,55.612263,2,7600000,0.4078308705181054,6,1.0,1.0,0.0,2,37.702715,46,9,4202,10,0.0,0,1.0
4203,35,55.599926,2,6555600,0.4078308705181054,18,1.0,1.0,,2,37.72539,"60,7",12,4203,7,1.0,0,1.0
4204,25,55.604896,16,2450000,0.4078308705181054,–,0.0,,,1,37.653976,25,18,4204,7,1.0,0,1.0
4205,–,55.604896,17,2763708,0.4078308705181054,–,0.0,1.0,,1,37.653976,"24,7",18,4205,3,,0,
4206,–,55.604896,18,2796170,0.4078308705181054,–,0.0,1.0,,1,37.653976,"24,9",18,4206,3,,0,
4207,–,55.604896,12,2859518,0.4078308705181054,–,0.0,1.0,,1,37.653976,"25,5",18,4207,3,,0,
4208,–,55.604896,18,2886788,0.4078308705181054,–,0.0,1.0,,1,37.653976,"25,8",18,4208,3,,0,
4209,17,55.634298,1,2950000,0.4078308705181054,–,1.0,0.0,0.0,1,37.753236,19,14,4209,9,0.0,0,0.0
4210,–,55.604896,12,3008378,0.4078308705181054,–,0.0,1.0,,1,37.653976,"26,9",18,4210,3,,0,
4211,18,55.599926,5,3603600,0.4078308705181054,–,1.0,1.0,,1,37.72539,"28,6",8,4211,7,1.0,0,1.0
4212,15,55.599926,6,3660800,0.4078308705181054,–,1.0,1.0,,1,37.72539,"28,6",19,4212,10,1.0,0,1.0
4213,20,55.578294,10,3700000,0.4078308705181054,12,0.0,,0.0,1,37.655841,39,10,4213,5,,0,1.0
4214,"17,5",55.604896,11,3750000,0.4078308705181054,11,0.0,1.0,,1,37.653976,40,22,4214,12,1.0,0,1.0
4215,20,55.595644,1,3750000,0.4078308705181054,6,0.0,,0.0,1,37.647046,31,5,4215,7,,0,1.0
4216,–,55.604896,17,3786754,0.4078308705181054,–,0.0,1.0,,1,37.653976,"33,6",18,4216,3,,0,
4217,40,55.703464,2,3800000,0.4078308705181054,–,,,0.0,2,37.640003,40,5,4217,,1.0,0,0.0
4218,40,55.703464,2,3800000,0.4078308705181054,–,1.0,,0.0,2,37.640003,40,5,4218,15,1.0,0,0.0
4219,18,55.624749,4,3800000,0.4078308705181054,3,1.0,,0.0,1,37.648609,24,5,4219,10,,0,0.0
4220,35,55.703464,2,3800000,0.4078308705181054,5,1.0,,0.0,2,37.640003,40,5,4220,10,1.0,0,1.0
4221,35,55.703464,2,3800000,0.4078308705181054,–,,,0.0,2,37.640003,40,5,4221,,,0,1.0
4222,19,55.578294,10,3850000,0.4078308705181054,12,,,0.0,2,37.655841,39,10,4222,,0.0,0,0.0
4223,34,55.604896,3,3866880,0.4078308705181054,–,0.0,1.0,,1,37.653976,"40,3",20,4223,3,,0,
4224,18,55.58354,7,3900000,0.4078308705181054,7,0.0,1.0,0.0,1,37.655239,"38,6",12,4224,10,0.0,0,1.0
4225,28,55.58177,5,3900000,0.4078308705181054,–,0.0,,0.0,1,37.663261,35,12,4225,10,0.0,0,
4226,19,55.578177,9,3900000,0.4078308705181054,6,,,0.0,1,37.653191,33,9,4226,,,0,1.0
4227,20,55.580635,7,3990000,0.4078308705181054,7,0.0,1.0,0.0,1,37.668076,31,12,4227,5,,0,1.0
4228,35,55.703464,2,4000000,0.4078308705181054,5,,1.0,0.0,2,37.640003,40,5,4228,,1.0,0,0.0
4229,–,55.576473,39,4648905,0.4078308705181054,–,0.0,1.0,,1,37.673742,"30,9",45,4229,15,1.0,0,1.0
4230,30,55.612263,2,7600000,0.4078308705181054,6,1.0,1.0,0.0,2,37.702715,46,9,4230,10,0.0,0,1.0
4231,"31,1",55.575856,24,6168960,0.4078308705181054,"8,8",,1.0,,1,37.673906,"40,8",24,4231,,1.0,0,
4232,25,55.604896,16,2450000,0.4078308705181054,–,0.0,,,1,37.653976,25,18,4232,7,1.0,0,1.0
4233,–,55.604896,17,2763708,0.4078308705181054,–,0.0,1.0,,1,37.653976,"24,7",18,4233,3,,0,
4234,–,55.604896,18,2796170,0.4078308705181054,–,0.0,1.0,,1,37.653976,"24,9",18,4234,3,,0,
4235,–,55.604896,12,2859518,0.4078308705181054,–,0.0,1.0,,1,37.653976,"25,5",18,4235,3,,0,
4236,–,55.604896,18,2886788,0.4078308705181054,–,0.0,1.0,,1,37.653976,"25,8",18,4236,3,,0,
4237,17,55.634298,1,2950000,0.4078308705181054,–,1.0,0.0,0.0,1,37.753236,19,14,4237,9,0.0,0,0.0
4238,–,55.604896,12,3008378,0.4078308705181054,–,0.0,1.0,,1,37.653976,"26,9",18,4238,3,,0,
4239,18,55.599926,5,3603600,0.4078308705181054,–,1.0,1.0,,1,37.72539,"28,6",8,4239,7,1.0,0,1.0
4240,15,55.599926,6,3660800,0.4078308705181054,–,1.0,1.0,,1,37.72539,"28,6",19,4240,10,1.0,0,1.0
4241,20,55.578294,10,3700000,0.4078308705181054,12,0.0,,0.0,1,37.655841,39,10,4241,5,,0,1.0
4242,"17,5",55.604896,11,3750000,0.4078308705181054,11,0.0,1.0,,1,37.653976,40,22,4242,12,1.0,0,1.0
4243,20,55.595644,1,3750000,0.4078308705181054,6,0.0,,0.0,1,37.647046,31,5,4243,7,,0,1.0
4244,–,55.604896,17,3786754,0.4078308705181054,–,0.0,1.0,,1,37.653976,"33,6",18,4244,3,,0,
4245,40,55.703464,2,3800000,0.4078308705181054,–,,,0.0,2,37.640003,40,5,4245,,1.0,0,0.0
4246,40,55.703464,2,3800000,0.4078308705181054,–,1.0,,0.0,2,37.640003,40,5,4246,15,1.0,0,0.0
4247,18,55.624749,4,3800000,0.4078308705181054,3,1.0,,0.0,1,37.648609,24,5,4247,10,,0,0.0
4248,35,55.703464,2,3800000,0.4078308705181054,5,1.0,,0.0,2,37.640003,40,5,4248,10,1.0,0,1.0
4249,35,55.703464,2,3800000,0.4078308705181054,–,,,0.0,2,37.640003,40,5,4249,,,0,1.0
4250,19,55.578294,10,3850000,0.4078308705181054,12,,,0.0,2,37.655841,39,10,4250,,0.0,0,0.0
4251,34,55.604896,3,3866880,0.4078308705181054,–,0.0,1.0,,1,37.653976,"40,3",20,4251,3,,0,
4252,18,55.58354,7,3900000,0.4078308705181054,7,0.0,1.0,0.0,1,37.655239,"38,6",12,4252,10,0.0,0,1.0
4253,28,55.58177,5,3900000,0.4078308705181054,–,0.0,,0.0,1,37.663261,35,12,4253,10,0.0,0,
4254,19,55.578177,9,3900000,0.4078308705181054,6,,,0.0,1,37.653191,33,9,4254,,,0,1.0
4255,20,55.580635,7,3990000,0.4078308705181054,7,0.0,1.0,0.0,1,37.668076,31,12,4255,5,,0,1.0
4256,35,55.703464,2,4000000,0.4078308705181054,5,,1.0,0.0,2,37.640003,40,5,4256,,1.0,0,0.0
4257,"15,9",55.675787,11,8036000,0.4078308705181054,"11,3",0.0,1.0,,1,37.631933,41,19,4257,15,1.0,0,
4258,"45,7",55.709901,2,8323500,0.4078308705181054,5,1.0,0.0,,2,37.64722,53,12,4258,15,1.0,0,1.0
4259,"28,4",55.709901,2,5797000,0.4078308705181054,5,1.0,1.0,,1,37.64722,37,12,4259,15,1.0,0,1.0
4260,25,55.604896,16,2450000,0.4078308705181054,–,0.0,,,1,37.653976,25,18,4260,7,1.0,0,1.0
4261,–,55.604896,17,2763708,0.4078308705181054,–,0.0,1.0,,1,37.653976,"24,7",18,4261,3,,0,
4262,–,55.604896,18,2796170,0.4078308705181054,–,0.0,1.0,,1,37.653976,"24,9",18,4262,3,,0,
4263,–,55.604896,12,2859518,0.4078308705181054,–,0.0,1.0,,1,37.653976,"25,5",18,4263,3,,0,
4264,–,55.604896,18,2886788,0.4078308705181054,–,0.0,1.0,,1,37.653976,"25,8",18,4264,3,,0,
4265,17,55.634298,1,2950000,0.4078308705181054,–,1.0,0.0,0.0,1,37.753236,19,14,4265,9,0.0,0,0.0
4266,–,55.604896,12,3008378,0.4078308705181054,–,0.0,1.0,,1,37.653976,"26,9",18,4266,3,,0,
4267,18,55.599926,5,3603600,0.4078308705181054,–,1.0,1.0,,1,37.72539,"28,6",8,4267,7,1.0,0,1.0
4268,15,55.599926,6,3660800,0.4078308705181054,–,1.0,1.0,,1,37.72539,"28,6",19,4268,10,1.0,0,1.0
4269,20,55.578294,10,3700000,0.4078308705181054,12,0.0,,0.0,1,37.655841,39,10,4269,5,,0,1.0
4270,"17,5",55.604896,11,3750000,0.4078308705181054,11,0.0,1.0,,1,37.653976,40,22,4270,12,1.0,0,1.0
4271,20,55.595644,1,3750000,0.4078308705181054,6,0.0,,0.0,1,37.647046,31,5,4271,7,,0,1.0
4272,–,55.604896,17,3786754,0.4078308705181054,–,0.0,1.0,,1,37.653976,"33,6",18,4272,3,,0,
4273,40,55.703464,2,3800000,0.4078308705181054,–,,,0.0,2,37.640003,40,5,4273,,1.0,0,0.0
4274,40,55.703464,2,3800000,0.4078308705181054,–,1.0,,0.0,2,37.640003,40,5,4274,15,1.0,0,0.0
4275,18,55.624749,4,3800000,0.4078308705181054,3,1.0,,0.0,1,37.648609,24,5,4275,10,,0,0.0
4276,35,55.703464,2,3800000,0.4078308705181054,5,1.0,,0.0,2,37.640003,40,5,4276,10,1.0,0,1.0
4277,35,55.703464,2,3800000,0.4078308705181054,–,,,0.0,2,37.640003,40,5,4277,,,0,1.0
4278,19,55.578294,10,3850000,0.4078308705181054,12,,,0.0,2,37.655841,39,10,4278,,0.0,0,0.0
4279,34,55.604896,3,3866880,0.4078308705181054,–,0.0,1.0,,1,37.653976,"40,3",20,4279,3,,0,
4280,18,55.58354,7,3900000,0.4078308705181054,7,0.0,1.0,0.0,1,37.655239,"38,6",12,4280,10,0.0,0,1.0
4281,28,55.58177,5,3900000,0.4078308705181054,–,0.0,,0.0,1,37.663261,35,12,4281,10,0.0,0,
4282,19,55.578177,9,3900000,0.4078308705181054,6,,,0.0,1,37.653191,33,9,4282,,,0,1.0
4283,20,55.580635,7,3990000,0.4078308705181054,7,0.0,1.0,0.0,1,37.668076,31,12,4283,5,,0,1.0
4284,35,55.703464,2,4000000,0.4078308705181054,5,,1.0,0.0,2,37.640003,40,5,4284,,1.0,0,0.0
4285,32,55.675787,10,13528020,0.4078308705181054,12,1.0,1.0,,2,37.631933,66,19,4285,10,1.0,0,1.0
4286,32,55.630279,11,7174320,0.4078308705181054,9,1.0,1.0,0.0,1,37.617123,43,17,4286,12,0.0,0,0.0
4287,32,55.711115,1,19063000,0.4078308705181054,13,1.0,,,2,37.609063,70,16,4287,8,1.0,0,1.0
4288,25,55.604896,16,2450000,0.4078308705181054,–,0.0,,,1,37.653976,25,18,4288,7,1.0,0,1.0
4289,–,55.604896,17,2763708,0.4078308705181054,–,0.0,1.0,,1,37.653976,"24,7",18,4289,3,,0,
4290,–,55.604896,18,2796170,0.4078308705181054,–,0.0,1.0,,1,37.653976,"24,9",18,4290,3,,0,
4291,–,55.604896,12,2859518,0.4078308705181054,–,0.0,1.0,,1,37.653976,"25,5",18,4291,3,,0,
4292,–,55.604896,18,2886788,0.4078308705181054,–,0.0,1.0,,1,37.653976,"25,8",18,4292,3,,0,
4293,17,55.634298,1,2950000,0.4078308705181054,–,1.0,0.0,0.0,1,37.753236,19,14,4293,9,0.0,0,0.0
4294,–,55.604896,12,3008378,0.4078308705181054,–,0.0,1.0,,1,37.653976,"26,9",18,4294,3,,0,
4295,18,55.599926,5,3603600,0.4078308705181054,–,1.0,1.0,,1,37.72539,"28,6",8,4295,7,1.0,0,1.0
4296,15,55.599926,6,3660800,0.4078308705181054,–,1.0,1.0,,1,37.72539,"28,6",19,4296,10,1.0,0,1.0
4297,20,55.578294,10,3700000,0.4078308705181054,12,0.0,,0.0,1,37.655841,39,10,4297,5,,0,1.0
4298,"17,5",55.604896,11,3750000,0.4078308705181054,11,0.0,1.0,,1,37.653976,40,22,4298,12,1.0,0,1.0
4299,20,55.595644,1,3750000,0.4078308705181054,6,0.0,,0.0,1,37.647046,31,5,4299,7,,0,1.0
4300,–,55.604896,17,3786754,0.4078308705181054,–,0.0,1.0,,1,37.653976,"33,6",18,4300,3,,0,
4301,40,55.703464,2,3800000,0.4078308705181054,–,,,0.0,2,37.640003,40,5,4301,,1.0,0,0.0
4302,40,55.703464,2,3800000,0.4078308705181054,–,1.0,,0.0,2,37.640003,40,5,4302,15,1.0,0,0.0
4303,18,55.624749,4,3800000,0.4078308705181054,3,1.0,,0.0,1,37.648609,24,5,4303,10,,0,0.0
4304,35,55.703464,2,3800000,0.4078308705181054,5,1.0,,0.0,2,37.640003,40,5,4304,10,1.0,0,1.0
4305,35,55.703464,2,3800000,0.4078308705181054,–,,,0.0,2,37.640003,40,5,4305,,,0,1.0
4306,19,55.578294,10,3850000,0.4078308705181054,12,,,0.0,2,37.655841,39,10,4306,,0.0,0,0.0
4307,34,55.604896,3,3866880,0.4078308705181054,–,0.0,1.0,,1,37.653976,"40,3",20,4307,3,,0,
4308,18,55.58354,7,3900000,0.4078308705181054,7,0.0,1.0,0.0,1,37.655239,"38,6",12,4308,10,0.0,0,1.0
4309,28,55.58177,5,3900000,0.4078308705181054,–,0.0,,0.0,1,37.663261,35,12,4309,10,0.0,0,
4310,19,55.578177,9,3900000,0.4078308705181054,6,,,0.0,1,37.653191,33,9,4310,,,0,1.0
4311,20,55.580635,7,3990000,0.4078308705181054,7,0.0,1.0,0.0,1,37.668076,31,12,4311,5,,0,1.0
4312,35,55.703464,2,4000000,0.4078308705181054,5,,1.0,0.0,2,37.640003,40,5,4312,,1.0,0,0.0
4313,29,55.598177,4,9250000,0.4078308705181054,23,1.0,1.0,0.0,2,37.718148,"58,1",9,4313,15,0.0,0,1.0
4314,36,55.630746,5,11371950,0.4078308705181054,9,1.0,1.0,0.0,2,37.61689,"61,5",17,4314,13,0.0,0,0.0
4315,20,55.624139,1,4500000,0.4078308705181054,6,1.0,,0.0,1,37.671732,"31,9",5,4315,5,0.0,0,0.0
4316,25,55.604896,16,2450000,0.4078308705181054,–,0.0,,,1,37.653976,25,18,4316,7,1.0,0,1.0
4317,–,55.604896,17,2763708,0.4078308705181054,–,0.0,1.0,,1,37.653976,"24,7",18,4317,3,,0,
4318,–,55.604896,18,2796170,0.4078308705181054,–,0.0,1.0,,1,37.653976,"24,9",18,4318,3,,0,
4319,–,55.604896,12,2859518,0.4078308705181054,–,0.0,1.0,,1,37.653976,"25,5",18,4319,3,,0,
4320,–,55.604896,18,2886788,0.4078308705181054,–,0.0,1.0,,1,37.653976,"25,8",18,4320,3,,0,
4321,17,55.634298,1,2950000,0.4078308705181054,–,1.0,0.0,0.0,1,37.753236,19,14,4321,9,0.0,0,0.0
4322,–,55.604896,12,3008378,0.4078308705181054,–,0.0,1.0,,1,37.653976,"26,9",18,4322,3,,0,
4323,18,55.599926,5,3603600,0.4078308705181054,–,1.0,1.0,,1,37.72539,"28,6",8,4323,7,1.0,0,1.0
4324,15,55.599926,6,3660800,0.4078308705181054,–,1.0,1.0,,1,37.72539,"28,6",19,4324,10,1.0,0,1.0
4325,20,55.578294,10,3700000,0.4078308705181054,12,0.0,,0.0,1,37.655841,39,10,4325,5,,0,1.0
4326,"17,5",55.604896,11,3750000,0.4078308705181054,11,0.0,1.0,,1,37.653976,40,22,4326,12,1.0,0,1.0
4327,20,55.595644,1,3750000,0.4078308705181054,6,0.0,,0.0,1,37.647046,31,5,4327,7,,0,1.0
4328,–,55.604896,17,3786754,0.4078308705181054,–,0.0,1.0,,1,37.653976,"33,6",18,4328,3,,0,
4329,40,55.703464,2,3800000,0.4078308705181054,–,,,0.0,2,37.640003,40,5,4329,,1.0,0,0.0
4330,40,55.703464,2,3800000,0.4078308705181054,–,1.0,,0.0,2,37.640003,40,5,4330,15,1.0,0,0.0
4331,18,55.624749,4,3800000,0.4078308705181054,3,1.0,,0.0,1,37.648609,24,5,4331,10,,0,0.0
4332,35,55.703464,2,3800000,0.4078308705181054,5,1.0,,0.0,2,37.640003,40,5,4332,10,1.0,0,1.0
4333,35,55.703464,2,3800000,0.4078308705181054,–,,,0.0,2,37.640003,40,5,4333,,,0,1.0
4334,19,55.578294,10,3850000,0.4078308705181054,12,,,0.0,2,37.655841,39,10,4334,,0.0,0,0.0
4335,34,55.604896,3,3866880,0.4078308705181054,–,0.0,1.0,,1,37.653976,"40,3",20,4335,3,,0,
4336,18,55.58354,7,3900000,0.4078308705181054,7,0.0,1.0,0.0,1,37.655239,"38,6",12,4336,10,0.0,0,1.0
4337,28,55.58177,5,3900000,0.4078308705181054,–,0.0,,0.0,1,37.663261,35,12,4337,10,0.0,0,
4338,19,55.578177,9,3900000,0.4078308705181054,6,,,0.0,1,37.653191,33,9,4338,,,0,1.0
4339,20,55.580635,7,3990000,0.4078308705181054,7,0.0,1.0,0.0,1,37.668076,31,12,4339,5,,0,1.0
4340,35,55.703464,2,4000000,0.4078308705181054,5,,1.0,0.0,2,37.640003,40,5,4340,,1.0,0,0.0
4341,"33,5",55.685376,7,9200000,0.4078308705181054,"8,5",1.0,1.0,0.0,2,37.68067,53,14,4341,18,1.0,0,1.0
4342,30,55.612263,2,7600000,0.4078308705181054,6,1.0,1.0,0.0,2,37.702715,46,9,4342,10,0.0,0,1.0
4343,18,55.599926,3,3575000,0.4078308705181054,–,1.0,1.0,,1,37.72539,"28,6",10,4343,7,1.0,0,1.0
4344,25,55.604896,16,2450000,0.4078308705181054,–,0.0,,,1,37.653976,25,18,4344,7,1.0,0,1.0
4345,–,55.604896,17,2763708,0.4078308705181054,–,0.0,1.0,,1,37.653976,"24,7",18,4345,3,,0,
4346,–,55.604896,18,2796170,0.4078308705181054,–,0.0,1.0,,1,37.653976,"24,9",18,4346,3,,0,
4347,–,55.604896,12,2859518,0.4078308705181054,–,0.0,1.0,,1,37.653976,"25,5",18,4347,3,,0,
4348,–,55.604896,18,2886788,0.4078308705181054,–,0.0,1.0,,1,37.653976,"25,8",18,4348,3,,0,
4349,17,55.634298,1,2950000,0.4078308705181054,–,1.0,0.0,0.0,1,37.753236,19,14,4349,9,0.0,0,0.0
4350,–,55.604896,12,3008378,0.4078308705181054,–,0.0,1.0,,1,37.653976,"26,9",18,4350,3,,0,
4351,18,55.599926,5,3603600,0.4078308705181054,–,1.0,1.0,,1,37.72539,"28,6",8,4351,7,1.0,0,1.0
4352,15,55.599926,6,3660800,0.4078308705181054,–,1.0,1.0,,1,37.72539,"28,6",19,4352,10,1.0,0,1.0
4353,20,55.578294,10,3700000,0.4078308705181054,12,0.0,,0.0,1,37.655841,39,10,4353,5,,0,1.0
4354,"17,5",55.604896,11,3750000,0.4078308705181054,11,0.0,1.0,,1,37.653976,40,22,4354,12,1.0,0,1.0
4355,20,55.595644,1,3750000,0.4078308705181054,6,0.0,,0.0,1,37.647046,31,5,4355,7,,0,1.0
4356,–,55.604896,17,3786754,0.4078308705181054,–,0.0,1.0,,1,37.653976,"33,6",18,4356,3,,0,
4357,40,55.703464,2,3800000,0.4078308705181054,–,,,0.0,2,37.640003,40,5,4357,,1.0,0,0.0
4358,40,55.703464,2,3800000,0.4078308705181054,–,1.0,,0.0,2,37.640003,40,5,4358,15,1.0,0,0.0
4359,18,55.624749,4,3800000,0.4078308705181054,3,1.0,,0.0,1,37.648609,24,5,4359,10,,0,0.0
4360,35,55.703464,2,3800000,0.4078308705181054,5,1.0,,0.0,2,37.640003,40,5,4360,10,1.0,0,1.0
4361,35,55.703464,2,3800000,0.4078308705181054,–,,,0.0,2,37.640003,40,5,4361,,,0,1.0
4362,19,55.578294,10,3850000,0.4078308705181054,12,,,0.0,2,37.655841,39,10,4362,,0.0,0,0.0
4363,34,55.604896,3,3866880,0.4078308705181054,–,0.0,1.0,,1,37.653976,"40,3",20,4363,3,,0,
4364,18,55.58354,7,3900000,0.4078308705181054,7,0.0,1.0,0.0,1,37.655239,"38,6",12,4364,10,0.0,0,1.0
4365,28,55.58177,5,3900000,0.4078308705181054,–,0.0,,0.0,1,37.663261,35,12,4365,10,0.0,0,
4366,19,55.578177,9,3900000,0.4078308705181054,6,,,0.0,1,37.653191,33,9,4366,,,0,1.0
4367,20,55.580635,7,3990000,0.4078308705181054,7,0.0,1.0,0.0,1,37.668076,31,12,4367,5,,0,1.0
4368,35,55.703464,2,4000000,0.4078308705181054,5,,1.0,0.0,2,37.640003,40,5,4368,,1.0,0,0.0
4369,"26,8",55.577541,18,6362280,0.4078308705181054,"9,3",0.0,1.0,,1,37.675792,"41,1",24,4369,,1.0,0,1.0
4370,20,55.624139,1,4500000,0.4078308705181054,6,1.0,,0.0,1,37.671732,"31,9",5,4370,5,0.0,0,0.0
4371,"30,6",55.646772,17,11900000,0.4078308705181054,"9,6",1.0,1.0,0.0,2,37.616036,"52,6",17,4371,12,0.0,0,1.0
4372,25,55.604896,16,2450000,0.4078308705181054,–,0.0,,,1,37.653976,25,18,4372,7,1.0,0,1.0
4373,–,55.604896,17,2763708,0.4078308705181054,–,0.0,1.0,,1,37.653976,"24,7",18,4373,3,,0,
4374,–,55.604896,18,2796170,0.4078308705181054,–,0.0,1.0,,1,37.653976,"24,9",18,4374,3,,0,
4375,–,55.604896,12,2859518,0.4078308705181054,–,0.0,1.0,,1,37.653976,"25,5",18,4375,3,,0,
4376,–,55.604896,18,2886788,0.4078308705181054,–,0.0,1.0,,1,37.653976,"25,8",18,4376,3,,0,
4377,17,55.634298,1,2950000,0.4078308705181054,–,1.0,0.0,0.0,1,37.753236,19,14,4377,9,0.0,0,0.0
4378,–,55.604896,12,3008378,0.4078308705181054,–,0.0,1.0,,1,37.653976,"26,9",18,4378,3,,0,
4379,18,55.599926,5,3603600,0.4078308705181054,–,1.0,1.0,,1,37.72539,"28,6",8,4379,7,1.0,0,1.0
4380,15,55.599926,6,3660800,0.4078308705181054,–,1.0,1.0,,1,37.72539,"28,6",19,4380,10,1.0,0,1.0
4381,20,55.578294,10,3700000,0.4078308705181054,12,0.0,,0.0,1,37.655841,39,10,4381,5,,0,1.0
4382,"17,5",55.604896,11,3750000,0.4078308705181054,11,0.0,1.0,,1,37.653976,40,22,4382,12,1.0,0,1.0
4383,20,55.595644,1,3750000,0.4078308705181054,6,0.0,,0.0,1,37.647046,31,5,4383,7,,0,1.0
4384,–,55.604896,17,3786754,0.4078308705181054,–,0.0,1.0,,1,37.653976,"33,6",18,4384,3,,0,
4385,40,55.703464,2,3800000,0.4078308705181054,–,,,0.0,2,37.640003,40,5,4385,,1.0,0,0.0
4386,40,55.703464,2,3800000,0.4078308705181054,–,1.0,,0.0,2,37.640003,40,5,4386,15,1.0,0,0.0
