,Livesp,lat,Floor,Price,Dist,Kitsp,Walk,Bal,New,Rooms,lon,Totsp,Nfloors,N,Metrdist,Brick,District,Tel
220,28,55.774305,13,10329300,0.4078308705181054,11,1.0,1.0,0.0,2,37.642132,49,16,220,5,0.0,0,
221,"53,2",55.745617,16,10478000,0.4078308705181054,–,,,,3,37.685364,"69,9",19,221,,1.0,0,
222,28,55.753889,6,10490000,0.4078308705181054,7,1.0,1.0,0.0,2,37.657305,46,12,222,4,0.0,0,1.0
223,19,55.765463,11,10500000,0.4078308705181054,9,1.0,1.0,0.0,1,37.559847,39,17,223,3,0.0,0,0.0
224,35,55.786151,1,10500000,0.4078308705181054,9,1.0,0.0,0.0,2,37.638216,47,12,224,11,0.0,0,1.0
225,150,55.765412,2,190000000,0.4078308705181054,–,1.0,,0.0,4,37.591773,219,12,225,10,,0,1.0
226,"70,2",55.770973,10,96355350,0.4078308705181054,"14,6",1.0,,,3,37.591557,"108,6",12,226,3,1.0,0,1.0
227,165,55.738622,5,412204650,0.4078308705181054,"21,2",1.0,1.0,0.0,4,37.602813,307,6,227,11,1.0,0,1.0
228,47,55.775429,3,10500000,0.4078308705181054,9,1.0,,,3,37.696435,65,5,228,9,0.0,0,1.0
229,21,55.787067,10,10500000,0.4078308705181054,9,1.0,1.0,0.0,1,37.600441,38,12,229,9,1.0,0,1.0
230,19,55.723247,2,10500000,0.4078308705181054,10,1.0,,0.0,1,37.563521,"35,5",5,230,2,,0,1.0
231,"23,5",55.723354,6,10500000,0.4078308705181054,"7,5",1.0,1.0,0.0,2,37.607951,38,9,231,8,,0,
232,17,55.768502,1,10500000,0.4078308705181054,9,1.0,1.0,0.0,1,37.581954,37,9,232,10,1.0,0,1.0
233,32,55.773869,7,10500000,0.4078308705181054,8,0.0,1.0,0.0,2,37.708141,55,17,233,14,0.0,0,0.0
234,23,55.765367,4,10500000,0.4078308705181054,6,1.0,1.0,0.0,2,37.665983,38,14,234,11,0.0,0,1.0
235,28,55.78276,3,10500000,0.4078308705181054,6,1.0,1.0,0.0,2,37.589024,40,5,235,10,,0,1.0
236,"27,1",55.739174,2,10500000,0.4078308705181054,7,1.0,,0.0,2,37.675056,"48,3",8,236,20,,0,1.0
237,27,55.765362,4,10500000,0.4078308705181054,6,1.0,1.0,0.0,2,37.564913,35,9,237,3,,0,1.0
238,35,55.775753,3,10598345,0.4078308705181054,–,1.0,,,2,37.671938,"61,5",8,238,6,1.0,0,
239,"61,5",55.775824,3,10598345,0.4078308705181054,–,1.0,0.0,0.0,2,37.67228,"61,5",6,239,5,1.0,0,0.0
240,"61,5",55.775753,3,10598345,0.4078308705181054,–,1.0,0.0,,1,37.671938,"61,5",,240,6,,0,
241,29,55.779423,2,10600000,0.4078308705181054,6,1.0,1.0,0.0,2,37.627966,44,5,241,3,1.0,0,1.0
242,19,55.766329,11,10600000,0.4078308705181054,"7,5",1.0,1.0,0.0,1,37.557861,"36,5",12,242,3,0.0,0,0.0
243,–,55.775753,4,10661503,0.4078308705181054,"60,7",1.0,,,2,37.671938,"60,7",4,243,5,1.0,0,1.0
244,17,55.768502,4,10700000,0.4078308705181054,9,0.0,1.0,0.0,1,37.581954,37,9,244,10,1.0,0,1.0
245,26,55.728859,5,10800000,0.4078308705181054,5,1.0,1.0,0.0,2,37.585538,42,5,245,5,1.0,0,1.0
246,30,55.775753,1,10817568,0.4078308705181054,–,1.0,,,2,37.671938,"51,3",5,246,6,1.0,0,
247,25,55.775753,1,10817568,0.4078308705181054,–,1.0,,,1,37.671938,"51,3",5,247,6,1.0,0,
248,"51,3",55.775753,1,10817568,0.4078308705181054,–,1.0,0.0,,1,37.671938,"51,3",,248,6,,0,
249,"47,6",55.775753,4,10859151,0.4078308705181054,–,1.0,0.0,,1,37.671938,"47,6",,249,6,,0,
250,"47,7",55.775753,4,10879674,0.4078308705181054,–,1.0,0.0,,1,37.671938,"47,7",,250,6,,0,
251,19,55.726239,2,10900000,0.4078308705181054,22,1.0,,0.0,1,37.636554,45,12,251,9,0.0,0,1.0
252,19,55.726239,2,10900000,0.4078308705181054,22,1.0,,0.0,2,37.636554,45,12,252,5,0.0,0,0.0
253,50,55.764951,2,23020800,0.4078308705181054,15,1.0,,,2,37.667456,65,7,253,10,1.0,0,
254,165,55.738622,5,412204650,0.4078308705181054,–,1.0,1.0,0.0,4,37.602813,307,5,254,10,1.0,0,1.0
255,84,55.739407,7,72660000,0.4078308705181054,15,1.0,1.0,0.0,3,37.641845,"121,1",7,255,3,1.0,0,1.0
256,"19,4",55.726198,6,10900000,0.4078308705181054,"9,5",1.0,1.0,0.0,1,37.563548,35,14,256,5,0.0,0,1.0
257,32,55.764384,5,10900000,0.4078308705181054,6,1.0,1.0,0.0,2,37.548564,43,9,257,7,1.0,0,1.0
258,20,55.765463,3,10900000,0.4078308705181054,8,1.0,1.0,0.0,1,37.559847,40,17,258,1,0.0,0,1.0
259,50,55.768177,2,10950000,0.4078308705181054,–,1.0,,0.0,2,37.67343,"67,5",4,259,9,,0,1.0
260,"56,4",55.776294,1,10958128,0.4078308705181054,–,1.0,0.0,0.0,2,37.672163,"56,4",6,260,5,1.0,0,0.0
261,"29,1",55.783757,9,10987111,0.4078308705181054,9,1.0,1.0,0.0,2,37.590982,50,9,261,8,,0,1.0
262,32,55.783757,9,10987000,0.4078308705181054,"7,1",1.0,1.0,0.0,2,37.590982,"48,4",9,262,8,0.0,0,1.0
263,18,55.730112,8,10990000,0.4078308705181054,6,1.0,1.0,0.0,1,37.590156,31,8,263,9,0.0,0,1.0
264,"25,2",55.72638,4,10999000,0.4078308705181054,6,1.0,1.0,0.0,2,37.566701,40,5,264,5,1.0,0,1.0
265,30,55.730568,6,11000000,0.4078308705181054,6,1.0,,0.0,2,37.672289,43,8,265,5,1.0,0,1.0
266,30,55.786738,2,11000000,0.4078308705181054,8,1.0,,0.0,2,37.633176,47,6,266,6,1.0,0,1.0
267,19,55.730112,8,11000000,0.4078308705181054,8,1.0,1.0,0.0,1,37.590156,32,8,267,9,1.0,0,1.0
268,18,55.767985,3,11000000,0.4078308705181054,6,1.0,1.0,0.0,1,37.586113,31,5,268,10,1.0,0,1.0
269,19,55.787923,14,11000000,0.4078308705181054,10,1.0,1.0,0.0,1,37.632224,38,16,269,10,,0,1.0
270,"20,9",55.7249,2,11000000,0.4078308705181054,"8,6",1.0,1.0,0.0,1,37.621696,39,14,270,5,0.0,0,1.0
271,20,55.725792,7,11000000,0.4078308705181054,10,1.0,1.0,0.0,1,37.582403,39,8,271,3,1.0,0,1.0
272,"21,6",55.736012,11,11000000,0.4078308705181054,7,1.0,1.0,0.0,1,37.618659,39,15,272,1,0.0,0,1.0
273,"22,9",55.770163,1,11000000,0.4078308705181054,7,1.0,1.0,0.0,2,37.567321,"39,3",9,273,11,1.0,0,1.0
274,"31,8",55.774958,7,11100000,0.4078308705181054,8,1.0,,,1,37.672971,"38,8",9,274,5,1.0,0,1.0
275,"47,9",55.775753,5,11117500,0.4078308705181054,–,1.0,0.0,,1,37.671938,"47,9",,275,6,,0,
276,30,55.774305,2,11118000,0.4078308705181054,–,1.0,1.0,,1,37.642132,43,19,276,6,1.0,0,1.0
277,–,55.767944,1,11150000,0.4078308705181054,–,1.0,,0.0,1,37.582781,28,8,277,7,1.0,0,
278,–,55.767944,1,11160000,0.4078308705181054,–,1.0,,0.0,1,37.582781,28,8,278,10,1.0,0,
279,"22,9",55.767514,1,11160000,0.4078308705181054,8,1.0,,,1,37.588871,"27,9",8,279,10,1.0,0,1.0
280,46,55.771028,4,11200000,0.4078308705181054,"6,5",1.0,1.0,0.0,3,37.558104,60,5,280,12,1.0,0,0.0
281,"42,9",55.770973,6,38213175,0.4078308705181054,"5,7",1.0,,,2,37.591557,65,12,281,3,1.0,0,1.0
282,150,55.742843,4,171223470,0.4078308705181054,51,1.0,,,5,37.600819,300,5,282,5,0.0,0,1.0
283,54,55.734238,2,53200000,0.4078308705181054,9,1.0,,,2,37.622156,76,4,283,4,,0,1.0
284,43,55.777094,1,11200000,0.4078308705181054,9,1.0,,0.0,3,37.709731,78,9,284,7,1.0,0,1.0
285,16,55.747363,1,11200000,0.4078308705181054,6,1.0,,0.0,1,37.594486,30,8,285,7,1.0,0,1.0
286,20,55.730857,2,11249465,0.4078308705181054,6,1.0,1.0,,1,37.643866,"38,6",7,286,8,1.0,0,
287,31,55.761685,6,11300000,0.4078308705181054,6,1.0,1.0,0.0,2,37.573133,"44,2",9,287,5,0.0,0,
288,42,55.781681,3,11300000,0.4078308705181054,8,1.0,,0.0,2,37.673636,62,5,288,6,1.0,0,1.0
289,51,55.774598,4,11300000,0.4078308705181054,9,1.0,1.0,0.0,4,37.693696,73,5,289,10,1.0,0,1.0
290,–,55.774958,7,11368000,0.4078308705181054,–,1.0,,0.0,2,37.672971,"39,2",8,290,5,1.0,0,
291,30,55.754988,2,11390000,0.4078308705181054,–,1.0,1.0,0.0,3,37.536886,54,5,291,5,1.0,0,1.0
292,"56,4",55.775753,3,11396446,0.4078308705181054,–,1.0,0.0,,1,37.671938,"56,4",,292,6,,0,
293,20,55.771849,9,11400000,0.4078308705181054,14,1.0,1.0,0.0,1,37.684793,43,12,293,5,1.0,0,1.0
294,"15,1",55.766116,8,11400000,0.4078308705181054,10,1.0,1.0,0.0,1,37.567051,"35,8",12,294,5,1.0,0,1.0
295,"15,1",55.766116,8,11400000,0.4078308705181054,"10,2",1.0,1.0,0.0,1,37.567051,37,12,295,6,1.0,0,0.0
296,"23,1",55.769874,9,11500000,0.4078308705181054,7,1.0,1.0,0.0,2,37.674615,"38,7",12,296,5,0.0,0,1.0
297,"24,5",55.754618,10,11500000,0.4078308705181054,10,1.0,,0.0,1,37.582682,"44,5",14,297,10,1.0,0,1.0
298,"21,5",55.772927,3,11500000,0.4078308705181054,"7,7",1.0,1.0,0.0,2,37.586563,"36,3",9,298,5,1.0,0,1.0
299,23,55.731926,4,11500000,0.4078308705181054,6,1.0,1.0,0.0,2,37.633419,40,9,299,3,0.0,0,1.0
300,19,55.766709,6,11500000,0.4078308705181054,8,1.0,1.0,0.0,1,37.558634,40,17,300,1,0.0,0,1.0
301,38,55.728373,3,11500000,0.4078308705181054,10,1.0,1.0,,2,37.669333,"65,7",6,301,7,0.0,0,1.0
302,"15,2",55.766552,7,11500000,0.4078308705181054,"10,7",1.0,1.0,0.0,1,37.568749,"38,5",12,302,7,1.0,0,1.0
303,"36,5",55.773418,5,11530000,0.4078308705181054,7,1.0,0.0,0.0,2,37.650325,52,8,303,5,0.0,0,1.0
304,34,55.732377,8,11650000,0.4078308705181054,"6,2",1.0,1.0,0.0,3,37.67705,56,9,304,11,0.0,0,1.0
305,34,55.773363,6,11700000,0.4078308705181054,10,0.0,1.0,0.0,2,37.709021,52,14,305,15,,0,0.0
306,"17,7",55.776006,9,11720000,0.4078308705181054,10,1.0,1.0,,1,37.646274,39,16,306,9,0.0,0,1.0
307,28,55.759304,3,11750000,0.4078308705181054,"5,5",1.0,1.0,,2,37.579601,44,5,307,2,0.0,0,1.0
308,30,55.785417,1,11800000,0.4078308705181054,9,1.0,,0.0,2,37.596031,53,12,308,6,0.0,0,1.0
309,–,55.771218,3,8076150,0.4078308705181054,–,1.0,,,1,37.564721,"41,1",39,309,5,1.0,0,
310,72,55.722142,8,52000000,0.4078308705181054,20,1.0,1.0,0.0,3,37.618569,116,12,310,5,1.0,0,0.0
311,–,55.759932,4,75465159,0.4078308705181054,–,1.0,,0.0,4,37.561392,152,12,311,7,1.0,0,1.0
312,"23,1",55.769874,9,11850000,0.4078308705181054,"6,5",1.0,1.0,0.0,2,37.674615,"38,7",12,312,3,1.0,0,1.0
313,"29,1",55.776846,6,11890000,0.4078308705181054,"9,4",1.0,0.0,0.0,2,37.686841,51,12,313,10,0.0,0,1.0
314,28,55.763797,8,11900000,0.4078308705181054,6,1.0,1.0,0.0,2,37.572064,"43,2",9,314,8,1.0,0,1.0
315,37,55.758088,2,11900000,0.4078308705181054,10,1.0,,0.0,2,37.553496,"55,8",5,315,13,1.0,0,1.0
316,"31,5",55.792194,3,11900000,0.4078308705181054,"8,1",1.0,1.0,0.0,2,37.622962,"52,7",16,316,3,0.0,0,1.0
317,"19,8",55.764298,3,11920000,0.4078308705181054,6,1.0,1.0,0.0,1,37.641971,30,9,317,5,1.0,0,0.0
318,29,55.783934,2,11950000,0.4078308705181054,6,1.0,,0.0,2,37.587371,45,9,318,5,,0,0.0
319,33,55.74562,7,11980000,0.4078308705181054,10,1.0,1.0,0.0,2,37.679862,62,7,319,2,0.0,0,0.0
320,19,55.765463,5,12000000,0.4078308705181054,10,1.0,,0.0,1,37.559847,40,17,320,2,1.0,0,1.0
321,35,55.735236,5,12000000,0.4078308705181054,15,0.0,1.0,0.0,3,37.674292,60,9,321,,,0,1.0
322,"14,2",55.764156,2,12000000,0.4078308705181054,"8,1",1.0,1.0,0.0,1,37.579133,"37,8",14,322,4,1.0,0,1.0
323,36,55.775368,5,12000000,0.4078308705181054,"6,7",1.0,1.0,0.0,2,37.68624,"60,7",16,323,8,0.0,0,1.0
324,25,55.773165,2,12000000,0.4078308705181054,6,1.0,1.0,0.0,2,37.583463,35,8,324,4,,0,1.0
325,"33,2",55.73408,6,12000000,0.4078308705181054,6,1.0,1.0,0.0,3,37.673349,"51,5",9,325,8,0.0,0,1.0
326,40,55.789345,4,12000000,0.4078308705181054,"6,3",1.0,1.0,0.0,3,37.639931,64,9,326,5,0.0,0,1.0
327,22,55.782668,15,12000000,0.4078308705181054,12,1.0,1.0,0.0,1,37.661033,45,18,327,3,,0,1.0
328,45,55.733112,4,12000000,0.4078308705181054,"6,4",1.0,,0.0,3,37.671669,55,12,328,3,,0,0.0
329,"24,9",55.722639,6,12000000,0.4078308705181054,"6,5",1.0,1.0,0.0,2,37.573061,"41,7",9,329,10,1.0,0,
330,21,55.736012,5,12000000,0.4078308705181054,7,1.0,1.0,0.0,1,37.618659,38,15,330,1,,0,1.0
331,32,55.78812,6,11999999,0.4078308705181054,8,1.0,,0.0,2,37.635323,"49,2",7,331,7,0.0,0,1.0
332,"32,5",55.761092,2,12000000,0.4078308705181054,5,0.0,0.0,0.0,2,37.58809,"42,9",9,332,6,1.0,0,1.0
333,33,55.761092,2,12000000,0.4078308705181054,6,1.0,0.0,0.0,2,37.58809,43,9,333,5,1.0,0,1.0
334,"10,7",55.774305,4,12049500,0.4078308705181054,"18,1",1.0,1.0,,1,37.642132,"43,5",19,334,10,1.0,0,1.0
335,40,55.789345,4,12050000,0.4078308705181054,"6,3",1.0,1.0,0.0,3,37.639931,64,9,335,7,0.0,0,1.0
336,40,55.789345,4,12050000,0.4078308705181054,"6,3",1.0,1.0,0.0,3,37.639931,64,9,336,6,0.0,0,1.0
337,120,55.776041,5,56000000,0.4078308705181054,–,1.0,1.0,0.0,4,37.603523,150,12,337,5,1.0,0,1.0
338,–,55.742772,3,177060000,0.4078308705181054,–,1.0,,,3,37.598043,"136,2",6,338,7,,0,1.0
339,74,55.725564,7,84800000,0.4078308705181054,14,1.0,1.0,0.0,3,37.573267,135,14,339,5,1.0,0,0.0
340,37,55.791283,7,12100000,0.4078308705181054,12,1.0,1.0,0.0,2,37.630535,"54,6",9,340,5,1.0,0,1.0
341,–,55.730857,2,12149427,0.4078308705181054,–,1.0,,,1,37.643866,"38,6",7,341,8,,0,1.0
342,"31,7",55.731551,2,12149400,0.4078308705181054,8,1.0,,,1,37.644261,"38,6",7,342,5,1.0,0,1.0
343,–,55.730857,2,12149427,0.4078308705181054,–,1.0,0.0,,1,37.643866,"38,6",7,343,8,1.0,0,1.0
344,–,55.730857,2,12149427,0.4078308705181054,–,1.0,,,1,37.643866,"38,6",7,344,8,,0,
345,–,55.730857,2,12177740,0.4078308705181054,–,1.0,,,1,37.643866,"38,7",7,345,8,,0,1.0
346,30,55.769433,7,12200000,0.4078308705181054,6,1.0,1.0,0.0,2,37.571938,45,12,346,15,0.0,0,1.0
347,28,55.744526,2,12200000,0.4078308705181054,5,1.0,1.0,0.0,2,37.580652,36,5,347,5,1.0,0,1.0
348,43,55.735236,5,12200000,0.4078308705181054,6,1.0,1.0,0.0,3,37.674292,60,9,348,10,0.0,0,0.0
349,–,55.767944,1,12240000,0.4078308705181054,–,1.0,,0.0,1,37.582781,"30,6",8,349,12,1.0,0,
350,43,55.735236,5,12250000,0.4078308705181054,6,1.0,,0.0,3,37.674292,60,9,350,7,0.0,0,1.0
351,30,55.727501,12,12250000,0.4078308705181054,"9,5",1.0,1.0,0.0,2,37.634712,51,12,351,7,0.0,0,1.0
352,"33,2",55.73408,6,12300000,0.4078308705181054,6,1.0,1.0,0.0,3,37.673349,"51,5",9,352,10,0.0,0,1.0
353,19,55.765367,3,12300000,0.4078308705181054,10,1.0,1.0,0.0,1,37.665983,36,14,353,5,0.0,0,1.0
354,31,55.744059,12,12300000,0.4078308705181054,"9,6",1.0,,0.0,2,37.673735,"50,5",12,354,7,0.0,0,1.0
355,43,55.774305,8,12312000,0.4078308705181054,8,1.0,1.0,0.0,3,37.642132,64,16,355,5,0.0,0,
356,42,55.769828,2,12350000,0.4078308705181054,6,1.0,,0.0,3,37.638773,"55,5",5,356,8,1.0,0,1.0
357,"45,7",55.745617,6,12357700,0.4078308705181054,–,,,,3,37.685364,"64,7",19,357,,1.0,0,
358,–,55.730857,3,12393120,0.4078308705181054,–,1.0,,,1,37.643866,"38,6",7,358,8,,0,1.0
359,–,55.731075,3,12393120,0.4078308705181054,–,1.0,0.0,,1,37.64348,"38,6",7,359,5,1.0,0,1.0
360,25,55.767392,9,12400000,0.4078308705181054,6,0.0,1.0,0.0,2,37.586095,38,9,360,10,,0,0.0
361,21,55.739732,5,12450000,0.4078308705181054,8,1.0,1.0,0.0,1,37.575702,38,6,361,10,1.0,0,1.0
362,22,55.771479,8,12480000,0.4078308705181054,10,1.0,1.0,0.0,1,37.660215,47,9,362,7,1.0,0,1.0
363,"45,4",55.72815,3,12490000,0.4078308705181054,6,1.0,1.0,0.0,3,37.61945,56,5,363,3,1.0,0,1.0
364,"23,1",55.738348,5,12500000,0.4078308705181054,8,1.0,1.0,0.0,1,37.652202,"40,1",9,364,2,1.0,0,1.0
365,–,55.72961,10,213750000,0.4078308705181054,–,1.0,,0.0,5,37.570474,225,12,365,10,1.0,0,1.0
366,"99,3",55.739716,4,80000000,0.4078308705181054,10,1.0,1.0,0.0,3,37.604169,132,6,366,9,1.0,0,1.0
367,120,55.776041,5,56000000,0.4078308705181054,–,1.0,1.0,0.0,4,37.603523,150,12,367,5,1.0,0,1.0
368,"30,3",55.782947,10,12500000,0.4078308705181054,"8,5",1.0,1.0,0.0,2,37.659182,"50,9",17,368,7,0.0,0,1.0
369,35,55.757962,4,12500000,0.4078308705181054,10,1.0,1.0,0.0,2,37.562937,53,5,369,10,1.0,0,1.0
370,30,55.774781,2,12500000,0.4078308705181054,9,1.0,,,2,37.704987,56,12,370,12,,0,1.0
371,–,55.730857,2,12533034,0.4078308705181054,–,1.0,,,1,37.643866,"38,7",7,371,8,,0,1.0
372,–,55.774958,7,12600000,0.4078308705181054,–,1.0,,0.0,1,37.672971,39,10,372,5,1.0,0,
373,"31,8",55.774634,6,12600000,0.4078308705181054,8,1.0,0.0,,1,37.673951,"38,8",8,373,5,1.0,0,1.0
374,–,55.774958,8,12600000,0.4078308705181054,40,1.0,,0.0,1,37.672971,40,8,374,5,1.0,0,1.0
375,"37,8",55.774634,7,12600000,0.4078308705181054,–,1.0,0.0,0.0,1,37.673951,"37,8",10,375,3,1.0,0,0.0
376,"38,8",55.774958,7,12600000,0.4078308705181054,–,1.0,1.0,0.0,1,37.672971,"38,8",10,376,7,1.0,0,0.0
377,49,55.735236,5,12600000,0.4078308705181054,6,1.0,1.0,0.0,3,37.674292,60,9,377,10,0.0,0,1.0
378,–,55.744526,2,12600000,0.4078308705181054,–,1.0,0.0,0.0,2,37.580652,37,5,378,13,1.0,0,0.0
379,–,55.730857,4,12614713,0.4078308705181054,–,1.0,,,1,37.643866,"38,5",7,379,8,,0,1.0
380,–,55.731075,4,12614713,0.4078308705181054,–,1.0,0.0,,1,37.64348,"38,5",7,380,5,1.0,0,1.0
381,30,55.775753,2,12646834,0.4078308705181054,–,1.0,,,2,37.671938,"50,3",8,381,6,1.0,0,
382,25,55.775753,2,12646834,0.4078308705181054,–,1.0,,,1,37.671938,"50,3",8,382,6,1.0,0,
383,"60,8",55.775753,5,12751098,0.4078308705181054,–,1.0,0.0,,1,37.671938,"60,8",,383,6,,0,
384,"40,1",55.733472,4,12800000,0.4078308705181054,"5,4",1.0,1.0,0.0,3,37.682062,"56,4",9,384,12,1.0,0,1.0
385,"30,6",55.736878,16,12800000,0.4078308705181054,"8,5",1.0,1.0,0.0,2,37.664689,52,17,385,5,,0,1.0
386,"14,2",55.774305,7,12801600,0.4078308705181054,"19,5",1.0,1.0,,1,37.642132,"50,8",19,386,10,1.0,0,1.0
387,–,55.730857,5,12888859,0.4078308705181054,–,1.0,,,1,37.643866,"38,6",7,387,8,,0,
388,28,55.738439,12,12900000,0.4078308705181054,7,1.0,1.0,0.0,2,37.692663,51,17,388,11,1.0,0,1.0
389,"39,5",55.744105,3,12900000,0.4078308705181054,6,1.0,,0.0,3,37.669531,"58,3",12,389,12,0.0,0,1.0
390,32,55.776745,2,12900000,0.4078308705181054,6,0.0,0.0,0.0,2,37.631137,48,6,390,5,1.0,0,0.0
391,23,55.748919,2,12900000,0.4078308705181054,"6,5",1.0,1.0,0.0,2,37.595609,39,12,391,9,0.0,0,1.0
392,"44,2",55.775854,4,12900000,0.4078308705181054,–,,0.0,0.0,2,37.694621,54,5,392,,1.0,0,0.0
393,86,55.750038,3,108000000,0.4078308705181054,"17,2",1.0,1.0,0.0,4,37.57846,166,6,393,2,1.0,0,0.0
394,"98,8",55.750038,4,123000000,0.4078308705181054,"32,1",1.0,1.0,0.0,3,37.57846,182,7,394,2,1.0,0,0.0
395,142,55.73442,2,219197750,0.4078308705181054,25,1.0,,0.0,,37.583948,223,3,395,6,1.0,0,1.0
396,25,55.733751,4,12950000,0.4078308705181054,6,0.0,1.0,0.0,2,37.565802,45,12,396,15,,0,0.0
397,32,55.73553,8,12950000,0.4078308705181054,"8,1",0.0,1.0,0.0,2,37.669621,"53,5",17,397,,,0,1.0
398,33,55.768142,6,12990000,0.4078308705181054,9,1.0,1.0,0.0,2,37.677283,53,14,398,7,1.0,0,1.0
399,"34,2",55.743162,3,13000000,0.4078308705181054,12,1.0,1.0,0.0,2,37.675406,"64,5",16,399,5,0.0,0,1.0
400,"51,9",55.774634,4,13000000,0.4078308705181054,–,1.0,,0.0,2,37.673951,"51,9",7,400,6,1.0,0,
401,38,55.753691,2,13000000,0.4078308705181054,8,0.0,0.0,0.0,3,37.545438,65,5,401,5,0.0,0,1.0
402,52,55.774634,4,13000000,0.4078308705181054,–,1.0,,,2,37.673951,52,7,402,5,0.0,0,1.0
403,28,55.775074,1,13000000,0.4078308705181054,"10,8",1.0,1.0,0.0,2,37.628217,56,16,403,5,0.0,0,1.0
404,20,55.770973,10,13000000,0.4078308705181054,6,1.0,0.0,,1,37.591557,26,12,404,6,1.0,0,1.0
405,29,55.766111,6,13000000,0.4078308705181054,8,1.0,1.0,,2,37.567869,40,12,405,6,0.0,0,1.0
406,19,55.770127,5,13000000,0.4078308705181054,9,1.0,1.0,0.0,1,37.628325,"36,7",12,406,5,0.0,0,1.0
407,39,55.778441,11,13000000,0.4078308705181054,7,1.0,,0.0,2,37.662749,"58,6",12,407,3,0.0,0,1.0
408,–,55.770973,10,13000000,0.4078308705181054,–,1.0,0.0,,1,37.591557,26,12,408,3,1.0,0,1.0
409,"44,6",55.756786,2,13000000,0.4078308705181054,6,1.0,1.0,0.0,3,37.557421,"58,7",9,409,13,0.0,0,1.0
410,40,55.771218,3,13000000,0.4078308705181054,–,1.0,,,2,37.564721,67,44,410,7,1.0,0,
411,31,55.724287,4,13000000,0.4078308705181054,6,1.0,0.0,0.0,2,37.577265,45,8,411,4,1.0,0,0.0
412,34,55.747312,2,13000000,0.4078308705181054,9,1.0,,,2,37.657143,55,6,412,9,,0,1.0
413,34,55.74108,2,13000000,0.4078308705181054,13,1.0,1.0,,2,37.683877,64,17,413,11,0.0,0,1.0
414,26,55.764369,8,13000000,0.4078308705181054,8,1.0,1.0,0.0,2,37.65037,41,12,414,7,0.0,0,1.0
415,32,55.776046,5,13000000,0.4078308705181054,"9,8",0.0,1.0,0.0,2,37.711455,60,9,415,5,0.0,0,1.0
416,35,55.730826,2,13000000,0.4078308705181054,11,1.0,,0.0,2,37.631559,63,9,416,5,0.0,0,1.0
417,–,55.730857,7,13149940,0.4078308705181054,–,1.0,,,1,37.643866,"38,0",7,417,8,,0,1.0
418,32,55.78651,2,13200000,0.4078308705181054,6,1.0,,0.0,2,37.59348,"54,4",8,418,9,1.0,0,1.0
419,32,55.78651,2,13200000,0.4078308705181054,6,1.0,,0.0,3,37.59348,"54,4",8,419,9,1.0,0,1.0
420,33,55.782719,5,13200000,0.4078308705181054,9,1.0,1.0,0.0,2,37.670061,58,9,420,4,1.0,0,1.0
421,72,55.722142,8,55000000,0.4078308705181054,16,1.0,1.0,0.0,3,37.618569,112,11,421,9,1.0,0,0.0
422,112,55.733863,5,114148980,0.4078308705181054,10,1.0,,0.0,4,37.614913,160,6,422,8,,0,1.0
423,18,55.746015,4,12500000,0.4078308705181054,9,0.0,1.0,0.0,1,37.578064,33,9,423,6,1.0,0,1.0
424,30,55.753772,2,13200000,0.4078308705181054,5,1.0,1.0,0.0,2,37.579744,"44,1",5,424,11,1.0,0,0.0
425,"43,3",55.744059,2,13300000,0.4078308705181054,"10,2",1.0,1.0,0.0,3,37.673735,"64,3",12,425,6,0.0,0,0.0
426,42,55.771874,9,13300000,0.4078308705181054,6,1.0,1.0,0.0,4,37.578325,62,9,426,7,0.0,0,1.0
427,"31,6",55.737345,15,13300000,0.4078308705181054,"9,4",1.0,1.0,,2,37.693624,"58,3",21,427,7,0.0,0,1.0
428,"35,6",55.774958,2,13300000,0.4078308705181054,8,1.0,,,1,37.672971,"43,4",9,428,5,1.0,0,1.0
429,"32,2",55.743781,14,13300000,0.4078308705181054,9,1.0,1.0,0.0,2,37.684075,"53,5",17,429,5,0.0,0,1.0
430,"16,6",55.774305,15,13336400,0.4078308705181054,"11,7",1.0,1.0,,1,37.642132,"43,3",19,430,10,1.0,0,1.0
431,–,55.731075,7,13381884,0.4078308705181054,–,1.0,0.0,,1,37.64348,"37,5",7,431,5,1.0,0,1.0
432,34,55.758372,4,13399000,0.4078308705181054,8,1.0,1.0,0.0,2,37.561149,55,5,432,9,1.0,0,1.0
433,"30,4",55.740071,2,13400000,0.4078308705181054,10,1.0,1.0,0.0,2,37.683185,51,17,433,12,0.0,0,1.0
434,45,55.78439,1,13400000,0.4078308705181054,7,1.0,,0.0,3,37.633778,63,5,434,5,0.0,0,
435,56,55.735221,5,13450000,0.4078308705181054,7,1.0,1.0,0.0,3,37.6433,75,5,435,15,1.0,0,1.0
436,21,55.73591,13,13490000,0.4078308705181054,11,1.0,1.0,0.0,1,37.570788,"46,6",16,436,15,1.0,0,1.0
437,43,55.771489,4,13500000,0.4078308705181054,10,1.0,1.0,0.0,2,37.662794,"63,8",6,437,10,1.0,0,1.0
438,40,55.733655,2,13500000,0.4078308705181054,5,1.0,1.0,0.0,3,37.638835,55,5,438,5,0.0,0,1.0
439,43,55.724545,1,13500000,0.4078308705181054,8,1.0,,0.0,2,37.569692,63,6,439,5,1.0,0,1.0
440,60,55.774431,3,13500000,0.4078308705181054,7,1.0,,0.0,3,37.694513,82,5,440,15,1.0,0,1.0
